NAME,LEVEL,SUBJECT,COST,INTENSITY,SKILL,DC,DESCRIPTION,ID
ZAGOBAR’S PROMISE,ADVANCED,DEMONOLOGY,6000,51,"STEALTH, DECEPTION",N/A,"A ribbon the color of dried blood tied somewhere on your person, made with an impossibly soft and always-warm silk from the abyssal fireworm. While this artifact is equipped, you can instantly tell by looking at someone how much room you take up in their thoughts, which also includes whether they’re aware of your presence. When somebody is aware of your presence, you can look them in the eye and speak a phrase chosen when you first attune to this artifact, rolling Stealth or Deception against their Concentration or Comprehend. On success, you briefly scramble their awareness, and they are no longer aware of your presence for the next 30 seconds, acting as though you aren’t there. If they don’t perceive you at the end of the 30 seconds, they remain unaware of your presence. As an upside, the ribbon is also pretty cute. It looks great on a bag handle or even tied into your hair. Thanks, Zagobar, Choking King of Despair!",artifact_1385C4CSV5JXNBI
HEARTFEEDER,ADVANCED,SUMMONING,5600,54,COMPREHEND,20,"A small amulet whose design emulates the pink swirl, an extraplanar creature famous for feeding off the awareness of people. The artifact links with your body, interplanar communications sigils lighting up over large portions of your body as you use it, and while it is equipped, you can always tell what emotions someone is experiencing, even if they’re hiding it, giving a +4 to relevant Read Person and Tact checks. You can channel the artifact’s magic to light up sigils over your body and roll Improvise or Comprehend, DC20. For each degree of success, one target of your choice must roll Willpower or Comprehend against your check or have one emotion you name replaced with another emotion in equal amounts, as the artifact channels extraplanar creatures that feed on given emotions and metabolize them into others. The effect is only a shock change—if somebody is angry at you for a situation and you replace that anger without changing the situation, they will likely become angry again over the situation. So, you know, you still have to work at your relationships.",artifact_139swovFm3vZh6q
SONGWON’S MIRROR,TWISTED,EVOCATION,4100,39,RESARCH,17,"A jet-black folding mirror lined with abyssal ruby and pixie blood glass that shows reflections of viewers represented as water sprites. You can roll Research, DC17 to study the reflection of a person in the mirror, storing their likeness as a reflection that stays in the mirror regardless of who’s looking. The Mirror can hold any number of likenesses this way, and you can use it without a check to summon the likeness as a water sprite. The water sprite disguises itself as a perfect copy of the likeness, including the ability to perfectly mimic the target’s voice and mannerisms, and obeys your spoken instructions to the best of its ability. It has 5 Resolve and rolls 5/13, but it cannot restore Resolve. If you reduce a person to 0 Resolve while you have their likeness summoned as a water sprite, you can roll Willpower versus their Willpower, and on success, you can seal them inside the Mirror, only being released when you choose to or when this artifact loses its attunement.",artifact_140dWjIzHa1q7C4
HAUNTING SIGHT,TWISTED,WANDCRAFTING,3000,25,PERCEPTION,15,"A silken black glove woven with fey magic that hums softly when listened to closely. You can touch a wand and roll Perception, DC15 to plant Wandsight into that wand, a subtle effect that cannot be traced back to you. Anytime you have Wandsight placed on any wand, you can place the glove over your eyes and roll Perception, DC15 to perceive everything around any wand you’ve placed Wandsight on for as long as you like, but you are oblivious to your own surroundings. While perceiving a wand’s surroundings in this way, you perceive everything as if you were at the wand’s location yourself, and your observation cannot be detected. The ultimate expression of twisted wandcrafters, because when wandcrafters turn evil, they don’t hurt people, they just become voyeurs.",artifact_141YKQr7410WDJ5
BLACKWING PROMISE,TWISTED,DIVINATION,2800,36,READ PERSON,20,"A band worn over one shoulder in abyssal black quartz, always warm to the touch and subtly shimmering at the edges. You can roll Read Person, DC20 to summon a set of black spectral wings from your back and a spectral eye mask, that lasts for 5 minutes or until you dispel it. While this effect is active, anyone who meets your gaze must roll Willpower versus your check, and on failure, you can read their thoughts, starting with surface-level thoughts and reaching deeper thoughts and subconscious feelings and beliefs with more degrees of success. The dramatic visibility of the effect really gets in the way of what could be a powerful subtle technique, but hexologists are all less in it for the power and more as a cry for attention, after all.",artifact_142AAqlDpvIgWwF
HEAVENLY SCRIBE,TWISTED,ENCHANTMENT,2500,30,PERSUASION,17,"A swirl of fey quartz dust suspended in a living fluid substance that moves constantly in intricate, flowing shapes in the air. When someone watches the Scribe move, you can roll Persuasion, DC17, and on success, they must roll Recall Information versus your check or let you rewrite one of their memories per degree of failure on their check. These false memories return to normal after 24 hours, but you can spend 3 degrees of failure on their check to rewrite one of their memories permanently. You can also spend a degree of failure on their check to force them to Resist Doubt either right away or at some point in the next 24 hours.",artifact_143PChUnHYj7ss7
JACIARA’S BLOOD EXCHANGE,TWISTED,RUNOLOGY,7000,45,WILLPOWER,25,"A set of intricate black-and-red rings crafted from the bent metal of an abyssal cage, set into the palm of each hand, where they course with magic pulses around the lengths of them. While this artifact is equipped, you can take a +6 to Runology, and whenever you make a rune, you can activate the artifact by rolling Willpower, DC25. On success, you can draw the life force out of yourself or someone you can see to power the rune. For each degree of success, one person of your choice (which can be the same one multiple times) must Resist, DC20. For each Resist roll you force this way, the material cost to create the rune is reduced by 500 (minimum 0) and 5 hours of the rune creation time is instantly completed.",artifact_144D4HbcRUtPAwr
SILENCE’S ARMORY,TWISTED,ARTIFICY,3000,35,ANALYZE,19,"An unremarkable black bangle worn over one wrist that, once worn by the person attuned to it, expands to cover the arm and shoulder with a glimmering black metallic material that is nearly unbreakable. While this artifact is equipped, any Athletics or Endurance check that relies on holding something steady with the arm this artifact is on take a +8 bonus, and you can lay a hand on a person and roll Analyze, DC19. On a success, the Armory gains a glyph on its surface that glows in a pale light, and at any point, you can tap this glyph to summon a weapon or poison specifically designed to prey on the weaknesses of the target person. If you attack the target with the weapon or if they take the poison, they must Resist twice. You can dispel the summoned weapon or poison at any time, but the glyph is used up on summoning and is not returned on dispelling.",artifact_1450Ca8ZIBiY5l1
WREATH OF VENOM,TWISTED,ALCHEMY,5000,35,ENDURANCE,21,"A ring of cold black abyssal iron that floats like a halo at the back of your head. While this artifact is equipped, you can take a +6 to Metabolize rolls, as the artifact’s magic pulses through your system, filtering potions’ essential energies. You can take any poison and roll Endurance, DC21, to activate the artifact, where it lights up with a pale blue glow, connecting across the interplanar continuum to a target. For each degree of success, you can choose one person you’ve seen in the last 24 hours to roll Endurance against your check or also receive the results of the poison you took. On three or more degrees of success, you are unaffected by the poison.",artifact_1469Jfs29CAXDwa
TRADER OF BONE AND BLOOD,TWISTED,SUMMONING,5500,39,CREATURE,23,"A small old pocketbook bound in bone-white leather that floats at the ready, and spills open to reveal sheets and sheets of intricate logbooks detailing interplanar trades. While this artifact is active, you can take a +4 to any Charm checks used in bartering and trade negotiations, and you can activate the artifact by rolling Creature, DC23. On success, one person of your choice must roll Willpower or Endurance versus your spell check or be sent to a different plane and have their place traded with a creature of your choice native to that plane, any creature with a maximum Resolve less than or equal to the target’s current Resolve. This creature is not necessarily friendly to you but is at least generally cooperative, and it can disguise itself as the target person, although only visually. This trade lasts for 10 minutes/1 hour/8 hours/24 hours on 1/2/3/4+ degrees of success.",artifact_147SfkglKBXyr7m
SACRIFICIAL NAIL,TWISTED,EVOCATION,1500,20,WILLPOWER,12,"A jagged old nail made of abyssal iron, constantly ice-cold to the touch. You can drive the nail into a person, including yourself, and roll Willpower, DC12. An unwilling target can roll Agility or Endurance versus your check to escape the effect. If you succeed, you force the target to Resist, DC17 and take a +4 bonus to your next spell, with an extra +1 for each degree of success past the first on your Willpower check.",artifact_148PanuHbmQht17
GRIEF BLOOM,TWISTED,DEMONOLOGY,2000,24,CONCENTRATION,10,"A black flower that settles onto the skin like a tattoo waiting to be used. You can touch the tattoo and roll Concentration, DC10 to have the flower’s petals fall off and disappear, and one target you can see must roll Willpower versus your check or be afflicted with one point of Grief per degree of failure on their check, forcing them to Resist Loss against your check once for each point of Grief at some point over the next 24 hours, over which time the flower’s petals regrow. You cannot use this artifact again until the petals have regrown. Unless the target succeeds on their Willpower check with 3 or more degrees of success, they will not notice the effect.",artifact_149xrlnQCbeaYu5
LAKE OF THE CRANE,TWISTED,DEMONOLOGY,9000,52,IMPROVISE,28,"A ring in the shape of a simple elegant band in a soft, muted gold. While this artifact is active, you can take a +6 to any spell that will cause a target to Resist. You can activate the artifact by touching it and rolling Improvise, DC28. On success, up to 10 people that you can see must roll Endurance versus your spell check or be forced to Resist, as the ring draws their life force to power yours. At the GM’s discretion, lesser NPCs may simply fail automatically and be withered by the effect. When you do this, you can take a +1 bonus for each person afflicted, which applies to your next one spell per degree of success.",artifact_150f1BDOHxzFJUR
ARSENAL OF SECRETS,TWISTED,CRYSTALLOMANCY,4000,36,RECALL INFORMATION,19,"A band of colorless crystals that wrap around one arm. While this artifact is active, you can take a +4 to Read Person checks to tell if somebody is lying, and you can activate the artifact by rolling Recall Information, DC19. On success, one target must roll Concentration or Deception versus your check, and for each degree of failure on their check, you learn one piece of information they keep secret from people at large, even if it’s something you already know. For each piece of information obtained this way, one crystal on the Arsenal takes on a color, storing the secret away inside of it in a way that allows you to present it as difficult-to-forge evidence of that secret to anyone with basic crystallomancy knowledge. Although designed as the ultimate blackmail weapon, it’s most commonly used to store grocery lists. Hexologists can be forgetful. Too many hexes rattling their brains.",artifact_1511MN2B7F6y8hb
FALCON OF NIGHTMARE,TWISTED,ILLUSION,2000,23,ART,15,"A small horn-like instrument crafted from a shed hoof of the legendary beast the Nightmare. You can play a somber tone in it by rolling Art, DC15, and on success, you summon a spectral falcon to alight on your shoulder and listen for the name of a person you’ve seen in the last 24 hours. Once you do, it takes off, searching for the target, and reaches them from anywhere on campus within an hour or anywhere in the world within 24 hours, at which point it streaks into them and melds with their soul. They must roll Willpower or Agility versus your check, automatically failing if targeted while asleep, or Resist Fear against your check. You can sense psychically from anywhere the status of the falcon, once it’s found its target, and whether it was successful. You cannot summon a new falcon this way until the previous one is finished.",artifact_152Wf5Ltb6BhsmH
BLOOD BLIGHT,TWISTED,NECROMANCY,5100,34,STEALTH,22,"A small cube made of the bones of a burning-eye zorvílio, a hexed creature, that floats at the ready. While this artifact is active, you learn the Wraith spell if you don’t know it already and you can take a +4 to cast it, and you can subtly activate the Blood Blight to draw a piece of somebody’s soul into the cube. Roll Stealth, DC22. On success, a target other than yourself must roll Perception or Endurance against your check or have a piece of their soul energy stolen imperceptibly into the cube. When the cube has soul energy stored in it, you can spend it without rolling to either clear a Condition stack, become invisible for 1 minute, or become capable of moving freely in three dimensions and pass through any surface that isn’t magic or antimagic for 1 minute. When you use the stored soul energy, the person whose soul it was taken from must Resist, DC20. Although a grim artifact of ancient hexological power, the cube is actually really cheerful and bouncy, and it’s super curious about its surroundings. It likes to pretend to eat too when you have a meal.",artifact_153xm8eJkv4ld41
HOOK OF PROMISE,TWISTED,RESTORATION,1800,22,IMPROVISE,15,"A blood-red contraption worn over the back of the hand, extending with one protruding claw past the ring finger, forged of abyssal steel and fitted with a lunar platinum tip. You can drive the hook into a person’s body, including your own, and roll Improvise, DC15. An unwilling target can roll Agility versus your check to avoid the effect. For each degree of success on your check, you can force the target to Resist in exchange for giving a +4 bonus to one Ability, gaining temporary access to any Basic or Standard spell, or change their appearance. These effects last for 1 hour, and you cannot use this on the target again until the effects have worn off. If you improve someone’s Ability this way, their physical traits will often change as well to accommodate it. A classic for bioarcanist researchers who see the body as a canvas for magic effects and experimentation, but their endorsement is actually not typically very sought after.",artifact_154omykp08ZZ2WO
OUBLIETTE,TWISTED,TELEPORTATION,6200,42,COMPREHEND,25,"A jet-black shard pendant that fills anyone other than its wielder with a cold sense of dread at the touch. While this artifact is active, you can always return instantly to the material plane without a check. You can activate the Oubliette by speaking a command phrase and rolling Comprehend, DC25. On success, a target must roll Willpower or Comprehend versus your check or be forcibly plunged into a planar subspace sealed within the pendant, which takes the form of a small room with no exits. You can enter and leave this subspace at will, and any effects that let you modify or interact with a subspace work on this one as well. Anyone trapped inside can repeat their check to escape every 24 hours, with the DC decreasing by 2 every time. You can release them at any point, but if they escape of their own volition, you must Resist against the check that broke them out.",artifact_155K9QsZMJ47yrm
WORD OF LAW,TWISTED,DEMONOLOGY,3000,34,WILLPOWER,N/A,"An elegant golden earring, small and subtle, that gives a low golden gleam at the edges of your irises. You can activate the artifact by speaking a command to a target, rolling Willpower against the target’s, and on success, you can issue one short command and compel the target to perform it, as your eyes flare up with a brighter golden light. The command can be any action that can be completed with no check or with a single check that would cost no more than 2AP in Action. Keep in mind most people don’t like it when you do this to them! Some people are into it, though.",artifact_156vS2YaqnHjcuQ
NIGHTMARE SPIRAL,TWISTED,HYPNOMANCY,2700,31,CONCENTRATION,17,"A twisted, hooked spiral of extraplanar material that seems like an optical illusion to spiral infinitely smaller at one end. While this artifact is active, you cannot be put into a dreamscape without your consent, and you can activate the artifact by drawing an orb of glowing violet magic from the core and casting it at a sleeping target, where it takes the form of a spiral plunging into their mind. Roll Concentration, DC17. On a success, the target must roll Willpower or Perception versus your check or be locked into a nightmare for one hour, during which time they cannot be woken up, and forcing them to Resist a non-Wound condition at the end. When a target is locked in a nightmare this way, any Hypnomancy spells you cast on them add one degree of success. Technically a very effective insomnia cure.",artifact_157Fdv02kBLwcVB
BANNER OF THE TYRANT,TWISTED,DRACONOLOGY,5500,40,PERSUASION,24,"A heavy, solid staff that just fits in one hand, plated with the scales of an ancient dragon. While this artifact is active, you have a +6 to all Willpower checks forced on you by a spell or other magic effect, and you can activate it to call forth a spectral banner from the center that projects your command. Roll Persuasion, DC24, and for each degree of success, one target you can see is inflicted with Command for 10 minutes or until they are no longer near you. A person under Command must roll Willpower versus your check to do anything you don’t tell them to or to ignore any command you give them, and on failure, they either obey your will or must Resist. This effect can be used on any person or on any creature with 5 or less Resolve, except for scaleworms, who are, as ever, resolutely immune to people telling them what to do.",artifact_1581O6snnWIvYoc
HEART SEED,TWISTED,ILLUSION,2200,29,DECEPTION,12,"A thin, delicate bracelet with a glimmering spectral energy on the edges. While this artifact is active, no effect is able to read your thoughts. You can touch the bracelet and roll Deception, DC12 to activate the artifact, forcing one target you can see to roll Comprehend against your check or have one thought implanted in their mind per degree of failure on their check. They will not necessarily give credence to the thought outright, but they will believe it to come from their own mind, although it might raise suspicion if the thought is something they would normally never think. This effect cannot be detected nor traced back to you unless they succeed with 3 or more degrees of success. You could dress the artifact up with charms to make it a cute little charm bracelet, if you want to soften the blow about casting hexes on people.",artifact_1592SXgRwrwcd2R
CHOKING VEIL,TWISTED,WARDING,3000,24,ATHLETICS,14,"A long cord that looks like thin golden fabric in a soft, delicate style, you can grasp it in both hands and draw a veil of antimagic energy from it. You can spend ten minutes without making a check to set up a small antimagic barrier that will stay as long as you leave the artifact there, or you can roll Athletics, DC14 to ensnare a target in the veil. A target must roll Agility versus your check or be caught in an antimagic snare, preventing them from casting spells or using artifacts for 1 minute per degree of failure on their check. When you ensnare someone’s magic this way, you can choose to permanently steal a piece of their magic: choose a field of magic to take a +2 bonus in while they take a -2 penalty in that field. If you take a new bonus from using the Veil again, it replaces the old one, removing the penalty from the original target.",artifact_160QqOkjFd5ZSEb
TABULA RASA,TWISTED,ENCHANTMENT,11000,59,HIDE OBJECT,40,"A pure white pen, unadorned and, at first glance, unremarkable. While this artifact is equipped, you can place enchantments on people as on objects, and you take a +10 bonus to place enchantments this way. You can use the pen to write intricate patterns in the air, and if someone watches you do so for 10 minutes, you can roll Hide Object, DC40. On success, they must roll Recall Information versus your check or have all of their memories and personality removed and hidden away inside the Tabula Rasa, and will be blank for 10 minutes, during which time they will internalize and believe anything you tell them, acting accordingly after. You can release any person’s memories and personality that you’ve hidden away in the Tabula Rasa at any point without a check, and they will return to normal with no memories of the time they were under its effect.",artifact_161QKuDJ2DLe5bl
BEARER OF BAD NEWS,TWISTED,ARCANE HISTORY,2600,30,ART,N/A,"A straw figure pinned upside-down to a pentagram forged of abyssal steel small enough to fit in your hand, with a macabre smile on its face, full of tychomantic bad luck. While this artifact is active, you have more say over the outcomes of any and all Inflection Points, as long as your say over what happens is negative for the character who rolled the Inflection Point. In addition, when someone you are aware of succeeds on a roll, you can activate the artifact by driving a small nail attached to the artifact into the straw figure and roll Art versus their roll. On a success, you can turn their roll into an Inflection Point, although the roll is still considered 1 degree of success where relevant. You can always tell if someone is a hexologist, because hexologists always say the figure is “a cute lil guy.”",artifact_16230nFyhOmKDCe
PLACID LAKE,TWISTED,DIVINATION,1800,27,PERCEPTION,14,"A small disc of lunar silver enchanted heavily with fey magics. When you can see somebody directly or via magic (but not in a recreation like a photo or a video feed), you can activate this artifact and roll Perception, DC14 to light up a waterlike surface on the disc. On success, the target must roll Comprehend versus your check, or you can learn one surface-level thought they are having per degree of failure on their check, as you skim your fingers across the surface to touch the target’s mind. Unless the target succeeds with 3 or more degrees of success, they do not notice anything. It’s not recommended to use this artifact to see what someone really thinks about your special holiday meal or if they’re just being polite, because odds are, they’re just being polite.",artifact_163JZbl9hSng4TU
