NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
BIRTHPLACE OF MAGIC BLOOD,LEGENDARY,30,ARCANE HISTORY,FOCUS,NO,NO,"Calls up a wellspring of deep transfiguratory magic to tap into the original magics that first gave birth to the ancient magic beasts of this world. On success, you can take on monstrous beast traits in line with greater beasts. Choose one of the following: • Gnashing Whale: Gain a long snakelike body. You can move through the ground at high speed and sense any creature touching the ground within 100 meters. • Bloodbeak Hawk: Sprout massive wings that allow you to fly at high speed and lift anything into the air up to 100 kilograms. • Nightmare: Take a mane of spectral flame and jet-black eyes, allowing you to cast Sleep as a Basic spell and sense and enter every dream within 1 kilometer. • Depth Drake: Cover your body in shimmering blue-black scales. You can breathe and move at high speed underwater and cast any Standard Evocation spell while underwater, whether you know it or not, and sense any creature within 500 meters in the water. • This spell lasts 15 minutes. Please note you will be ugly while this spell is active.",You can choose 1/degree option(s). The effect lasts for (15 minutes/1 hour/4 hours/8 hours/24 hours).,spell_429BWVfKyuCO1pz
ALEXIA’S FLUID FORM,STANDARD,19,ARCANE HISTORY,FOCUS,NO,NO,"Surrounds your body with thin, silky strands of transfiguratory enchantment, swirling around you and through you before they shift your form. On success, you shift into a liquid form for 30 seconds, capable of moving and hearing freely, but you cannot interact with anything and you cannot see, only feel what is around you. You can exit the liquid form early if you choose.",The effect lasts for (30 seconds/2 minutes/5 minutes/10 minutes/30 minutes/1 hour). You can cast (no magic/no magic/Arcane History spells/any spells) while in this form.,spell_430PTGbH2bWO3kd
BEASTVOICE,STANDARD,11,BESTIOLOGY,INSIGHT,NO,NO,"Summons a viridian spectral flame glowing around your eyes in the shape of a tiger’s eye. On success, you can speak to beasts as if you share a language for up to 1 minute. You can only understand the general idea of what they’re saying, but you can communicate complex ideas. Take a +2 to Charm checks against beasts during this time.",The effect lasts up to (1 minute/5 minutes/15 minutes/1 hour/4 hours/8 hours/24 hours). You can understand (the general idea/the majority/the entirety) of what beasts try to convey to you. Take a +(2/3+) bonus to Charm checks against beasts while this spell is active.,spell_431EbFXWRzE7lao
SOOTHE CREATURE,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"Summons a shower of twinkling viridian particles that dance in the air, creating a hypnotic effect. Roll against a beast’s Concentration. On success, you maintain a shimmering effect that keeps the beast docile, watching intently as long as you keep it moving hypnotically. You can keep the effect active indefinitely, but you cannot cast other spells while the effect is active, and any time you make any other check while the effect is active, you must roll Concentration versus the target’s or have the effect end.",The target beast stays docile for (no time/30 seconds/1 minute/5 minutes/15 minutes) after the effect ends.,spell_432GEq974X5pJim
ARRONYA’S DOMINATION,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"Swathes you in a spectral viridian flame to create spectral wings, horns, spines, or other threatening features. Roll against a target beast’s Willpower. On success, the target beast must obey one simple command you give, although it won’t obey any command that will obviously injure it. You cannot command the same beast with this again for 10 minutes, during which time the beast will probably be upset over the whole domination thing.",You can issue 1/degree simple command(s) or issue (0/0/1/1/2) complex commands. You cannot command the same beast again for (10 minutes/5 minutes/1 minute/30 seconds/10 seconds).,spell_433xiI1RFrsodc5
BEASTCALL,BASIC,5,BESTIOLOGY,INSIGHT,NO,NO,"Creates a spectral horn out of crackling viridian magic and blows a single note through it. On success, you can call one type of beast, and you can learn if there are any in the area. Overuse of this spell can anger the wildlife or even attract predators of the beast you are calling. The problem is that those predators are often your predators too.",The target beast is more likely to come to you in larger numbers and be friendlier towards you with more degrees of success.,spell_43433qbYPJJN3TH
MARK OF THE MASTER,ADVANCED,21,BESTIOLOGY,INSIGHT,YES,NO,"Creates a spectral mark in faint viridian magic on a creature. On success, you can Mark one willing beast. While the beast is Marked, you can psychically sense its mental and physical condition at all times, and you can call it to your side from anywhere. You can end a Mark instantly without any action. You can Mark multiple beasts, but the Marked beasts are not necessarily loyal and friendly to each other as they are to you.",The Marked beast takes a +(0/1+) bonus to its Strong roll while Marked.,spell_435cjlBbUFWgwO6
SHAMAN’S TOUCH,STANDARD,16,BESTIOLOGY,INSIGHT,NO,NO,"Touch a beast with at least one Condition as part of casting this spell. On success, viridian magic flows out from your touch, healing any wounds and soothing any fears the creature has. Clear 1 Condition from the beast. A beast cannot benefit from this spell again until the next day. Keep in mind magic beasts can be ungrateful SOBs sometimes, and they might bite you after and run away. They might still be cute, though.",You clear 1/degree Condition(s) from the target beast.,spell_436tc5QSumIVUdU
PACKLORD,ADVANCED,20,BESTIOLOGY,INSIGHT,NO,NO,"Creates an aura of viridian light that glows out from your body, giving you an imposing presence and power. On success, three beasts around you, who are not hostile to you or to each other, are joined in a Pack following your direction for 1 hour. They do not obey you blindly, and if you show weakness or one of them gets a big head, they may openly defy you, but they generally follow and protect you and one another. If you treat them well as your Pack, they are likely to remain friendly to you after the spell ends. You can only have one Pack at a time, but you can dismiss your Pack at any point. Some people are disappointed by this spell after they think it will help them fit more things in their suitcase. Sorry, everyone.",You can join 3/degree beasts in your Pack for (1 hour/4 hours/8 hours/24 hours/as long as you like).,spell_437y0Zf9HM5u8q7
ABYLAR’S BEAST ALIGNMENT,STANDARD,14,BESTIOLOGY,INSIGHT,NO,NO,"Choose a specific beast species when you cast this spell. On success, viridian light glows around you that imitates features of the specified beast species for up to 1 hour. Any creatures of that species who encounter you like this are more likely to be friendly towards you, while their prey creatures are more likely to fear you, and their predator creatures are more likely to attack you. Take a +1 to Charm checks to interact with the chosen beast species while this effect is active. Shamanic warlock Abylar created this spell only to find, to his dismay, its overwhelming popularity with furries.","The effect lasts up to (1 hour/4 hours/8 hours/24 hours), giving a +1/degree to Charm checks to interact with the chosen beast species while active.",spell_4388gpcpFyjBgi0
BEAST’S BANE,STANDARD,10,BESTIOLOGY,INSIGHT,NO,NO,"Creates a veil of shimmering spectral particles that repel beasts. On success, you create a Bane effect that drives beasts away. Any beast with maximum 1 Resolve that wants to approach you must roll Willpower versus your spell check or be forced to keep its distance or, at the GM’s discretion, simply flee without trying. Think of it as sort of an anti-Disney-Princess effect.","You can affect beasts with maximum 1/degree Resolve. Choose (0/0/1+) of the following to also be affected: humans, dragons, extraplanar creatures, fey, or demons.",spell_439T7fZQWbMnbKd
AUGMENT CREATURE,ADVANCED,21,BESTIOLOGY,INSIGHT,YES,NO,"Creates a shimmering web of viridian magic over a beast you can touch, manipulating the beast’s form. On success, you can add one feature or modify an existing feature, such as giving a land creature gills or modifying clawed paws to be massive talons, giving a +2 bonus to relevant Abilities at the GM’s discretion. The effect lasts for 1 hour, but you can cast this spell again before the effect ends with the same modification to render the modification permanent. Coin toss whether the beast thinks it’s cool or thinks it’s body horror and wants to use its cool new abilities to tear your throat out.","You can add or modify 1/degree trait, giving a +2/degree bonus to relevant Abilities at the GM’s discretion. The effect lasts for (1 hour/4 hours/8 hours/24 hours).",spell_440FG8NM5FBG0zY
BEASTSIGHT,STANDARD,14,BESTIOLOGY,INSIGHT,NO,NO,"Enchants the caster with a viridian glow around their irises. On success, you take a +1 to Perception checks, and you can choose one of the following: • You can see in detail up to great distances • You can sense the smallest amount of movement even through cover • You can discern tracks just by sight, including how long they have been there • You can see in the darkness • You can see heat signatures, including through thin obstacles like brush cover • The effect lasts for 10 minutes. If you cast the spell a second time during this duration, the new effects will override the first.",You can choose 1/degree effect(s) and take a +1/degree to Perception checks. The effect lasts for (10 minutes/20 minutes/30 minutes/1 hour/2 hours/4 hours/8 hours/24 hours).,spell_441uQvjXXjZT1T6
CREATURE CHARM,STANDARD,12,BESTIOLOGY,INSIGHT,NO,NO,"Swathes your hands and feet with a shimmering spectral light that radiates friendliness and harmlessness. On success, you become charming and appear harmless to any beast without a Resolve score, who will often come to you and follow you. The beasts like you and, if you have small asks, will often do them for you. If you harm any of them on purpose, it and any others who observed it will no longer be charmed. This effect lasts for 10 minutes.","The effect lasts for (10 minutes/30 minutes/1 hour/2 hours/4 hours/8 hours/24 hours), and works on creatures up to (0/0/1/1/2/2/3) maximum Resolve.",spell_442OfUcCzeRjq79
HERLON’S TREAT,STANDARD,15,BESTIOLOGY,INSIGHT,NO,NO,"Summons a swirl of viridian light that coalesces magic materials into an irresistible treat. On success, you can spend 50 materials to create a magic treat so irresistible to beasts that any beast of 1 current Resolve or less must roll Weak versus your spell check or be willing to do something in exchange for the treat. Using this spell runs the risk of the beast wanting a second treat after it’s done what you asked.",You can create a magic treat irresistible to a beast with (1/2/3/4/5/6/7/8/9/10) current Resolve by spending 50 materials per Resolve of the target creature.,spell_443knwbxeaa3swz
ARRONYA’S MAGIC WORD,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"Summons a glow of brilliant viridian light in your eyes as you focus your gaze on a beast. Roll against a beast’s Strong roll. On a success, you can implant a feeling into the target beast’s mind, such as making it think you are too dangerous to attack or making it enraged at somebody else. Legend speaks of true great masters of this spell who can, with the highest expressions of the power, get a cat to listen to them. No proof of such power yet exists.",You can implant 1/degree distinct thought(s) or feeling(s) in the target beast’s mind.,spell_444a08kHN5UYKFF
BECKON,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"Choose a beast of 3 or less Resolve when you learn this spell. Roll against a DC equal to 5 + 5 times the beast’s maximum Resolve. On success, you light up a sigil on the back of your hand with viridian light, and you can call 1 of the target beast to your side. If there is not a clear path from that creature to you, then they will try to come as close to you as they can. The called creatures will be friendly to you, but not necessarily willing to follow orders. You can learn this spell multiple times, picking a different creature for each one.",You call 1/degree of the target beast to your side. The called creatures will (be friendly/be friendly/follow any orders you give).,spell_4454zP4WaIy9pAJ
DAMNATION OF THE WILDS,HEX (3AP),29,BESTIOLOGY,INSIGHT,NO,NO,"Summons a spectral beast made of viridian light that leaps towards a target, attempting to merge with them and implant hexological energies into them. On success, the target must roll Willpower or Endurance against your spell check or be afflicted with the Wildblood status. Anyone afflicted with the status draws the attention of beasts nearby, which will be driven into insatiable bloodlust fury upon smelling the target and attack. One of several hexes of fey origin, fey can also automatically detect people afflicted with Wildblood, but it doesn’t anger them, they just like to watch because they think it’s funny.",You can affect (1/2*) target(s).,spell_446teX4RJ0L8tLN
ABYLAR’S GUIDANCE,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"You can cast this spell on a beast that is friendly to you, pouring a soft viridian light out that swirls between you and the target beast, linking you together. Roll against a DC equal to 5 + 5 times the beast’s maximum Resolve. On a success, you can teach the beast a nonmagical technique you are capable of performing with one check even if it would normally require intelligence beyond the beast’s capabilities, such as picking a lock or searching an area for a specific type of object, and it will be able to roll Strong for that technique, or you can teach the beast a specific behavior pattern, such as teaching it to hide a certain type of object if a certain person approaches. If you cast this spell on the same beast, the results of the previous casting will be overwritten.",You teach the target beast 1/degree technique(s) or behavior(s).,spell_4471PXXXPs0z4ry
HUNTER BELL,STANDARD,N/A,BESTIOLOGY,INSIGHT,NO,NO,"Summons a shimmering spectral bell that twinkles slightly, drawing the attention of a beast that is at least neutral towards you. Roll against a target beast’s Strong roll. On success, you can set the beast against a different creature, activating a hunter’s instinct inside its mind. You can name any specific creature, be it a person or a beast, and the beast will do everything in its power to track that creature down and attack, attempting to incapacitate the target and bring them to you. The spell effect lasts for 4 hours, or until the beast has taken 1 Condition stack. If you fail the spell check, the beast will become hostile towards you instead. You can use this spell to sic someone’s hamster on them, but there are probably more effective ways to bring down the evil mastermind.",The effect lasts for (4 hours/8 hours/24 hours/unlimited time) or until the beast takes 1/degree Condition stack(s) or is Downed.,spell_4487XTQMRm40tLG
HEXWORD,BASIC,12,COUNTERHEXOLOGY,LOGIC,NO,NO,"Speaks a hidden word of power that resonates with hexological magic. On success, you can ask one of the following: • Is this a material for a hex? • Was there a hex cast here? • What hex is this? • What can break this hex? • When was this hex material used? • When was this hex cast? • At the GM’s discretion, you can ask any similar question not on the list. You cannot use this spell on the same target multiple times, unless a hex has been cast on, around, or with it since you last attempted the spell.",You can ask 1/degree question(s).,spell_449xG2TgP3wgluD
HEX STASIS,ADVANCED,20,COUNTERHEXOLOGY,LOGIC,YES,NO,"Casts a matrix of steel-blue magic lines that wrap around a hexed person, object, or location. On success, one hex placed on the target is temporarily disabled, although any resulting effects from the hex remain. The hex will remain disabled for 4 hours.",You can disable 1/degree hex(es) on the target for (4 hours/8 hours/24 hours/3 days/1 week).,spell_450AXAG6nuM1Ypi
CERI’S SEAL OF SECRETS,STANDARD,10,COUNTERHEXOLOGY,LOGIC,NO,NO,"Creates a magic seal that can be placed on anything that contains information, a book, parchment, stone tablet, tablet PC, etc. On success, the target is sealed, and it cannot be accessed except by anyone who makes a Comprehend check versus your spell check + 10. You can choose a secret phrase or ritual when you cast this spell that will open the seal, but if not, the seal is closed even to you.","You can specify (0/1+) individual(s) who can bypass the seal without making a check, including yourself.",spell_451uVVA0pLVD7vU
LINGERING WHISPERS,STANDARD,14,COUNTERHEXOLOGY,LOGIC,YES,NO,"Summons a set of glowing steel-blue symbols that react to dark magic traces. On success, the symbols reshape themselves to offer clues. If a hex, Forbidden potion, or Twisted artifact or wand has been used in the target area, you can gain 1 clue as to who used it. Just hope the person who cast it isn’t too generic.",You gain 1/degree clue(s) about whoever used the hex last.,spell_452eGX0VXkqBzof
TAINTED BLOOD,ADVANCED,22,COUNTERHEXOLOGY,LOGIC,YES,NO,"Cast this spell on a target who is affected by a hex, potentially including yourself. On a success, the target can take a +4 in the same subject as the hex that is affecting them. The bonus lasts 24 hours, but it ends early if the hex is removed. A target can only benefit from one use of this spell at a time. It does not remove the hex, which makes the spell slightly less fun. Think of it more as a silver lining.",The target can take a +(4/6+) in the subject connected to the hex.,spell_453voABCjJPH6NM
FORBIDDEN TINCTURE,STANDARD,12,COUNTERHEXOLOGY,LOGIC,YES,NO,"Summons ambient magic into a single droplet of steel-blue liquid that falls from the tip of your wand. If dropped into a potion, the potion will briefly turn red if it is a Forbidden potion. If so, then you can determine one trait about the potion.",You learn 1/degree trait(s) of any Forbidden potion you use this spell on.,spell_454nknT3zQp44e2
POCKET OF DARKNESS,STANDARD,12,COUNTERHEXOLOGY,LOGIC,NO,NO,"Summons a small interplanar pocket of churning darkness to seal away dark magics. You can place one hex material, Forbidden potion, or Twisted artifact or wand in the pocket, after which the pocket vanishes, leaving no trace. Anything placed in the pocket cannot be detected or tracked. The only way for anyone, including yourself, to retrieve it from the pocket is to go to the place this spell was cast and cast this spell versus your initial spell check.",You can place 1/degree hexological item(s) in the pocket.,spell_455PdD6oEf19KB5
ENDRYA’S HANDS OF DARKNESS,STANDARD,15,COUNTERHEXOLOGY,LOGIC,NO,NO,"Creates a shadowy black magic speckled with stars that swathes your hands, inuring you to certain fell magics. On success, you can attempt to attune to and use Twisted artifacts or wands without suffering their adverse consequences for 10 minutes, and you can choose to ignore any effects from them that trigger on touch.",The effect lasts for (10 minutes/30 minutes/1 hour/4 hours/8 hours/24 hours). Take a +(0/2+) bonus to attempts to attune to and use Twisted artifacts and wands or to metabolize Forbidden potions while the effect is active.,spell_456SHariA34HPuR
VENARI’S BLOOD MARK,BASIC,5,COUNTERHEXOLOGY,LOGIC,NO,NO,"Creates a droplet of crimson magic you can drop onto an artifact or wand to read its cursed nature. On success, you determine if the artifact or wand is Twisted. If so, then you can determine one of the following about it: • When was it made? • Is anyone attuned to it? • When was it last used? • What does it do? • What is its curse? • You cannot use this spell multiple times on the same artifact or wand, unless it has become Twisted since you used this spell on it.",You can ask 1/degree question(s).,spell_457ZAcHJhjp4sWB
BLOOD-WROUGHT IMBIBERY,ADVANCED,23,COUNTERHEXOLOGY,LOGIC,YES,NO,"Creates a churning black liquid speckled with stars in a target container. On success, anyone who drinks the liquid gains Wretched Immunity for 1 hour. Anyone with Wretched Immunity can cast hexes without the automatic backfires, although they still must roll backfires on a critical failure as with Standard spells. One may wonder why you need this spell. Tell them it’s for totally legal things.","The effect lasts for (1 hour/4 hours/8 hours/24 hours), during which time you can take a +(0/2+) bonus to cast hex spells.",spell_458wAZKx4a4NnEm
PURGE THE DARKNESS,ADVANCED,26,COUNTERHEXOLOGY,LOGIC,NO,NO,"Creates a steel-gray glowing spectral sword with a fierce counterhexological energy that can shatter hexes. On success, you can plunge the sword into a hex material, Forbidden potion, or Twisted artifact or wand, destroying it instantly. If the target is an artifact attuned to someone or is someone’s active wand, they will instantly know, wherever they are, that this spell destroyed it and where, but they won’t know who did it. I mean, unless you tell them. That might be polite.","You gain (0/1+) piece(s) of information about the destroyed target, its wielder, or its creator.",spell_459aZfj77CCrDe7
CURSED VEIL,STANDARD,13,COUNTERHEXOLOGY,LOGIC,NO,NO,"Casts a thin gossamer woven of shimmering starlight over an object. On a success, if the target is a hex material, Forbidden potion, or Twisted artifact or wand, it appears as a perfectly normal counterpart to its cursed version to all investigation, except an Analyze check or magic check to determine whether something is cursed versus your spell check + 5. This veil lasts for 5 minutes, so it’s just long enough to sneak your killing gas potion past security in a water bottle. Not that I know why you’d do something like that, you monster.",The effect lasts for (5 minutes/15 minutes/30 minutes/1 hour/4 hours/8 hours/24 hours/unlimited time).,spell_460vwGI0AgbSW5X
HAYWORTH’S MIMICRY,ADVANCED,25,COUNTERHEXOLOGY,LOGIC,NO,NO,"Whenever you encounter a hex in some form, such as finding a Twisted wand or artifact, watching a hex be cast, seeing a hex’s effect unfold, finding the spell-learning materials for a hex, or finding a Forbidden potion, you can cast this spell to create a non-hexological version. Roll against the DC of the hex or DC25, at the GM’s discretion. On success, you can either gain single-use access to a non-hexological spell version of the magic, or gain the spell-learning materials for the non-hexological version. Work with the GM to determine what the non-hex spell version looks like, but typically it will be an Advanced spell with a DC 5 lower than the original, and any permanent effects will be made temporary and, possibly, harmful effects will be made less harmful. Everyone thinks they’ll be the one to use this spell responsibly. They always end up hexologists.","You take a +(0/2+) bonus to checks to either cast the spell, if granted a one-time use spell, or to learn the spell, if granted the learning materials.",spell_4617qnajHPXk9Fo
BASTION OF THE DARK,BASIC,N/A,COUNTERHEXOLOGY,LOGIC,NO,NO,"Any time you would have to roll to Resist from using hexological magic, you can roll this spell against the same DC, to shield yourself with counterhexological energies. It still automatically fails on a backfire, however.",N/A,spell_462XiI2wnZh1z7v
HEXMIND,STANDARD,N/A,COUNTERHEXOLOGY,LOGIC,NO,NO,"Flares steel-blue light in your eyes as you look into a person’s soul for hexological traces. Roll against the Deception of a target whose eyes you can see. On a success, you find out whether they have any Twisted artifacts or wands, Forbidden potions, or if they know any hexes. You only find out whether or not they do have something in that category, not what it is. If the target knows this spell, they can choose to roll it against your check instead of Deception.","If the target does know any hexes or have any hexological items, you learn the identity of (0/1+) of them.",spell_4639MhNvcUzeksj
ARCLIGHT’S WALL,STANDARD,17,COUNTERHEXOLOGY,LOGIC,NO,NO,"Creates a shimmering translucent steel-blue barrier that fills an opening and shimmers with countless small sigils. On success, you create a spectral barrier that fills a space up to 2 meters by 2 meters. Everything can pass through the barrier with no issue, except for Twisted artifacts and wands or Forbidden potions, which are physically blocked from passing through unless the person attempting to carry them through rolls Counterhexology versus your spell check + 8. In addition, hexes cast cannot pass through the barrier, no matter the roll amount. In the initial spell design phase, it blocked certain people, but FDM counterhexologist Baya Arclight isn’t very good with names and she kept blocking the wrong people, so the design was changed.","If somebody attempts to carry a hexological item through the barrier, you learn (0/1+) piece(s) of information about it or the carrier, no matter where you are.",spell_464XUU9MmpR35VO
TWISTED TOUCH,STANDARD,20,COUNTERHEXOLOGY,LOGIC,NO,NO,"You can cast this spell on a Twisted artifact or wand or a Forbidden potion to create a steel-blue web of tiny lights that weaves over the object to read its properties. On success, you can store the properties of the artifact, wand, or potion, and at any point afterwards, you can spend the stored energy to simulate using the artifact, wand or potion. If you fail this spell roll, you must Resist against the same DC as if you used the item. There’s probably good and ethical reasons to have this spell, right?",Take a +(0/1+) bonus on checks to simulate using the item and to any Resist checks from using it.,spell_465XhKQX5E1Na4a
CELESTIAL RELIEF,ADVANCED,28,COUNTERHEXOLOGY,LOGIC,NO,NO,"Surrounds a target in swirling bands of steel-blue magic light, illuminated with thousands of tiny glyphs that work in tandem to neutralize hexological effects. You can cast this on a target who is under the effect of a hex, rolling versus the spell check used to cast the hex or DC28, at the GM’s discretion. On success, you can suppress the hex effect for 24 hours. If you suppress a hex effect for a week straight with this effect, the hex is neutralized. Blood hexes are generally immune to this spell, at the GM’s discretion.",The hex effect is suppressed for 1/degree day(s).,spell_466HXVqO4UvLCTG
FEY KISS,BASIC,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of tourmaline, granting a disarming aura. People you are talking to are more likely to treat you as friendly and nonthreatening, and are more likely to share secrets with you. You can only have one Alignment at a time. Congratulations! Via the power of cool rocks, now you can finally make friends.",People are more likely to trust you with more degrees of success. Take a +1/degree bonus to your backfire roll.,spell_467RUa0C06rXdRC
AZURE PROTECTION,BASIC,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of sapphire, granting a protective aura. People are more likely to avoid confronting you, and creatures go out of their way to avoid you. You can only have one Alignment at a time. Some people will already be avoiding you just because you’re a crystal nerd, though.",People avoid you more with more degrees of success. Take a +1/degree bonus to your backfire roll.,spell_468TLrSYKpNNSwA
TOUCH OF SHADOW,BASIC,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of opal, granting a luminomantic aura. You can see in all light conditions, and you can brighten or darken the space up to 1 meter around you at will. You can only have one Alignment at a time. You can wear a constant cloak of darkness, but it will make you look like a 14-year-old emo edgelord.",You can affect the space up to 1/degree meter(s) around you. Take a +1/degree bonus to your backfire roll.,spell_469lKonA6MN6poi
GALE’S TOUCH,STANDARD,10,CRYSTALLOMANCY,LOGIC,YES,YES,"Creates an Alignment of emerald, granting an aura of lightness. You can move 50% faster and jump 50% farther, but you are easier to push back, throw, knock over, etc. You can only have one Alignment at a time. Strong winds may get you stuck in a tree. Don’t carry an umbrella in the wind.",Your movement speed and jump distance increase by (50/100/150/200/300+)%. Take a +1/degree bonus to your backfire roll.,spell_470JefHrumdafo0
EYE OF THE HUNTER,STANDARD,10,CRYSTALLOMANCY,LOGIC,YES,YES,"Creates an Alignment of pyrite, granting a hunter’s aura. You can more easily deduce clues and track creatures or people. Grants a +1 to Tracking and to Investigate. You can only have one Alignment at a time. Won’t help you track down some self-esteem, though.",Take a +1/degree bonus to Tracking and to Investigate. Take a +1/degree bonus to your backfire roll.,spell_471EsIFywuyf14L
FORGE’S CHILD,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of bronzite, granting an empowering aura. You take a +1 bonus to checks to identify or attune to artifacts, and you can communicate as if speaking with most artifacts. They are inclined to like you. You can only have one Alignment at a time. Please be warned that some artifacts are absolutely, mind-numbingly boring to talk to.",You take a +1/degree bonus to checks to identify or attune to artifacts. Take a +1/degree bonus to your backfire roll.,spell_472VSHjmd4qTkdB
ETHEREAL WALK,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of quartz, granting a rippling aura. Once every 10 minutes, you can teleport in any direction as if casting Blink with 2 degrees of success. You can only have one Alignment at a time. You might think you’re clever Ethereal Walking into a glass case, but you do realize it takes ten minutes to get back out, right?",You can teleport once every (10 minutes/5 minutes/3 minutes/2 minutes/1 minute/30 seconds). Take a +1/degree bonus to your backfire roll.,spell_473XwDSmf2bMtYb
DRAGON’S FURY,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of topaz, granting a destructive aura. People are more likely to fear you, and you can take a +1 to Evocation and to any check that would cause someone to Resist. You can only have one Alignment at a time. You won’t scare your professor into giving you a second extension, though.","People fear you more with more degrees of success, and you can take a +1/degree to Evocation and any check that would cause someone to Resist. Take a +1/degree bonus to your backfire roll.",spell_474oMeh9y8dCPLa
STARLIT MESSAGES,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of onyx, granting a communicative aura. You can speak telepathically to anyone you see who shares a language with you, and you can choose one person who can communicate back to you the same way. You can only have one Alignment at a time. It’s typically polite to tell someone you’re about to speak directly in their brain, though. You know, just standard etiquette.",You can choose up to 1/degree person to be able to communicate back. Take a +1/degree bonus to your backfire roll.,spell_475yyDxUdova7pA
WORD OF THE LORDS,HEX (3AP),25,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of kyanite, granting an aura of command. Once per hour, you can issue a short psychic command to a person or creature. They must roll Willpower versus your spell check or perform your command. On two or more degrees of success on their check, they know you cast a hex on them. You can only have one Alignment at a time. Please note: kyanite looks cool, but this one is actually really evil. Please don’t do it.",You can issue a psychic command once every (1 hour/30 minutes/15 minutes/5 minutes/2 minutes/1 minute). Take a +1/degree bonus to your backfire roll.,spell_476lEOAD5bqOAZO
DIVINE EYE,ADVANCED,20,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of diamond, granting an insightful aura. The GM will give you advance warning of most things about to happen and often tell you when someone is lying to you. Take a +1 bonus to Perception and Read Person checks. You can only have one Alignment at a time. The biggest drawback is when you foresee that cute girl asking your number and it gets you so excited that you bungle it and she changes her mind.",Take a +1/degree bonus to Perception and Read Person checks. Take a +1/degree bonus to your backfire roll.,spell_477JD8QpJJCtVPL
ETERNAL CRYSTALLINE EMBLEM OF FATE,LEGENDARY,30,CRYSTALLOMANCY,LOGIC,NO,NO,"You are one with the crystals that form your orbit, and in the most ancient vestiges of the natural realm’s power, your touch is everywhere. On success, you can now have one more Alignment at a time. If you have multiple of the same Alignment, add the degrees of success together. When you cast a new Alignment spell, you can choose which current Alignment to replace. You can use this spell multiple times, but the DC increases by 5 each time, and failing by 2 or more degrees of failure shatters your bond, returning you to 1 maximum Alignment at a time. Because the only reason you keep learning all this stuff is to have even more magic rocks, right?",N/A,spell_4786BQhRNyXRLZt
VIOLET PROMISE,STANDARD,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of amethyst, granting an aura of empowerment. You can improve and learn more quickly, and take a +1 to improvement and spell-learning rolls. You can only have one Alignment at a time.",You take a +1/degree bonus to improvement and spell-learning rolls. Take a +1/degree bonus to your backfire roll.,spell_479shb1Kj2XGSnU
BEACON OF INSPIRATION,STANDARD,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of carnelian, granting a creative aura. You are artistically inspired, taking a +1 to Art and a further +1 to Art rolls for Downtime activities. You can only have one Alignment at a time. If this doesn’t cure your writer’s block, the problem is probably you.",You take a +1/degree bonus to Art rolls and a further +1/degree bonus to Art rolls for Downtime activities. Take a +1/degree bonus to your backfire roll.,spell_480Yb2SUedASImn
MIGHT OF THE TIGER,ADVANCED,20,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of tiger’s eye, granting an aura of strength. You become more physically apt, taking a +1 to Body. You can only have one Alignment at a time. Who needs to hit the gym when you have rocks?",You take a +1/degree bonus to Body checks. Take a +1/degree bonus to your backfire roll.,spell_481yapKp3LU1Vat
SPEAKER OF THE PLANES,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of lapis lazuli, granting an ethereal aura of higher communion. You take a +1 bonus to Summoning and can vaguely sense the presence of creatures beyond this plane, and once per hour, or you can ask a small question of one type of extraplanar creature of your choice from anywhere in the planes. You can only have one Alignment at a time. The extraplanar creatures typically want to be helpful, but they have a strange view of what helpful looks like.",You take a +1/degree bonus to Summoning and can ask a question of extraplanar creatures once per (1 hour/30 minutes/20 minutes/10 minutes/5 minutes). Take a +1/degree bonus to your backfire roll.,spell_482jMhceEXjh7bY
